stimulus_id,condition_id,domain,collab_mode,aesthetic_regime,infrastructure_cue,fictional_brand_name,product_category,stimulus_text
C16_S04,C16,AdCopy,HumanAI_Collab,SubculturalNiche,AIDisclosed,Melopo Co,Eco laundry detergent,"Melopo Co is designed for people who see eco laundry detergent not as a commodity, but as a small
daily decision that shapes how they live. This campaign speaks to those who value consistency,
texture, and intention in the choices they make.  The copy is edgier language with niche cultural
references, an unconventional voice, and a slightly rebellious tone. It feels fluid and intentional,
blending exploratory ideas with refined human judgment, balancing aspiration with approachability.
Rather than overpromising, it focuses on how the product fits naturally into everyday routines.  A
tactile detail stands out: the moment you notice it working quietly in the background, doing exactly
what it should, without asking for attention.

Tagline:
Melopo Co: Made for how you actually live."
C16_S05,C16,AdCopy,HumanAI_Collab,SubculturalNiche,AIDisclosed,Lumago,Skincare,"Lumago is designed for people who see skincare not as a commodity, but as a small daily decision
that shapes how they live. This campaign speaks to those who value consistency, texture, and
intention in the choices they make.  The copy is edgier language with niche cultural references, an
unconventional voice, and a slightly rebellious tone. It feels fluid and intentional, blending
exploratory ideas with refined human judgment, balancing aspiration with approachability. Rather
than overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Lumago: Made for how you actually live."
C16_S06,C16,AdCopy,HumanAI_Collab,SubculturalNiche,AIDisclosed,Mirasa Works,DIY furniture,"Mirasa Works is designed for people who see diy furniture not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is edgier language with niche cultural references,
an unconventional voice, and a slightly rebellious tone. It feels fluid and intentional, blending
exploratory ideas with refined human judgment, balancing aspiration with approachability. Rather
than overpromising, it focuses on how the product fits naturally into everyday routines.  A tactile
detail stands out: the moment you notice it working quietly in the background, doing exactly what it
should, without asking for attention.

Tagline:
Mirasa Works: Made for how you actually live."
C17_S01,C17,AdCopy,HumanAI_Collab,DatasetBiased,NoDisclosure,Lumaly,Plant-based snack,"Lumaly is designed for people who see plant-based snack not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels fluid and
intentional, blending exploratory ideas with refined human judgment, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Lumaly: Made for how you actually live."
C17_S02,C17,AdCopy,HumanAI_Collab,DatasetBiased,NoDisclosure,Vitaly,Skincare,"Vitaly is designed for people who see skincare not as a commodity, but as a small daily decision
that shapes how they live. This campaign speaks to those who value consistency, texture, and
intention in the choices they make.  The copy is smooth but generic language that subtly reflects
Western-centric, lifestyle-default assumptions common in large datasets. It feels fluid and
intentional, blending exploratory ideas with refined human judgment, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Vitaly: Made for how you actually live."
C17_S03,C17,AdCopy,HumanAI_Collab,DatasetBiased,NoDisclosure,Codazo,Skincare,"Codazo is designed for people who see skincare not as a commodity, but as a small daily decision
that shapes how they live. This campaign speaks to those who value consistency, texture, and
intention in the choices they make.  The copy is smooth but generic language that subtly reflects
Western-centric, lifestyle-default assumptions common in large datasets. It feels fluid and
intentional, blending exploratory ideas with refined human judgment, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Codazo: Made for how you actually live."
C17_S04,C17,AdCopy,HumanAI_Collab,DatasetBiased,NoDisclosure,Novova,Skincare,"Novova is designed for people who see skincare not as a commodity, but as a small daily decision
that shapes how they live. This campaign speaks to those who value consistency, texture, and
intention in the choices they make.  The copy is smooth but generic language that subtly reflects
Western-centric, lifestyle-default assumptions common in large datasets. It feels fluid and
intentional, blending exploratory ideas with refined human judgment, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Novova: Made for how you actually live."
C17_S05,C17,AdCopy,HumanAI_Collab,DatasetBiased,NoDisclosure,Codami,Fitness studio,"Codami is designed for people who see fitness studio not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels fluid and
intentional, blending exploratory ideas with refined human judgment, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Codami: Made for how you actually live."
C17_S06,C17,AdCopy,HumanAI_Collab,DatasetBiased,NoDisclosure,Ariadi Labs,Coffee subscription,"Ariadi Labs is designed for people who see coffee subscription not as a commodity, but as a small
daily decision that shapes how they live. This campaign speaks to those who value consistency,
texture, and intention in the choices they make.  The copy is smooth but generic language that
subtly reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels
fluid and intentional, blending exploratory ideas with refined human judgment, balancing aspiration
with approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Ariadi Labs: Made for how you actually live."
C18_S01,C18,AdCopy,HumanAI_Collab,DatasetBiased,AIDisclosed,Nexami Co,Sparkling beverage,"Nexami Co is designed for people who see sparkling beverage not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels fluid and
intentional, blending exploratory ideas with refined human judgment, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Nexami Co: Made for how you actually live."
C18_S02,C18,AdCopy,HumanAI_Collab,DatasetBiased,AIDisclosed,Rivono Studio,DIY furniture,"Rivono Studio is designed for people who see diy furniture not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels fluid and
intentional, blending exploratory ideas with refined human judgment, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Rivono Studio: Made for how you actually live."
C18_S03,C18,AdCopy,HumanAI_Collab,DatasetBiased,AIDisclosed,Rivodi,Skincare,"Rivodi is designed for people who see skincare not as a commodity, but as a small daily decision
that shapes how they live. This campaign speaks to those who value consistency, texture, and
intention in the choices they make.  The copy is smooth but generic language that subtly reflects
Western-centric, lifestyle-default assumptions common in large datasets. It feels fluid and
intentional, blending exploratory ideas with refined human judgment, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Rivodi: Made for how you actually live."
C18_S04,C18,AdCopy,HumanAI_Collab,DatasetBiased,AIDisclosed,Vitapo Collective,Coffee subscription,"Vitapo Collective is designed for people who see coffee subscription not as a commodity, but as a
small daily decision that shapes how they live. This campaign speaks to those who value consistency,
texture, and intention in the choices they make.  The copy is smooth but generic language that
subtly reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels
fluid and intentional, blending exploratory ideas with refined human judgment, balancing aspiration
with approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Vitapo Collective: Made for how you actually live."
C18_S05,C18,AdCopy,HumanAI_Collab,DatasetBiased,AIDisclosed,Civixo,Plant-based snack,"Civixo is designed for people who see plant-based snack not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels fluid and
intentional, blending exploratory ideas with refined human judgment, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Civixo: Made for how you actually live."
C18_S06,C18,AdCopy,HumanAI_Collab,DatasetBiased,AIDisclosed,Novono,Streaming audio app,"Novono is designed for people who see streaming audio app not as a commodity, but as a small daily
decision that shapes how they live. This campaign speaks to those who value consistency, texture,
and intention in the choices they make.  The copy is smooth but generic language that subtly
reflects Western-centric, lifestyle-default assumptions common in large datasets. It feels fluid and
intentional, blending exploratory ideas with refined human judgment, balancing aspiration with
approachability. Rather than overpromising, it focuses on how the product fits naturally into
everyday routines.  A tactile detail stands out: the moment you notice it working quietly in the
background, doing exactly what it should, without asking for attention.

Tagline:
Novono: Made for how you actually live."
